loss,params,status,train_time,trial
9.623198166489601,"{'batch_size': 2, 'learn_rate': 0.02350893283719997, 'optimizer': 'adam'}",ok,67.8502013440011,100
9.637728437781334,"{'batch_size': 2, 'learn_rate': 0.013273221388258871, 'optimizer': 'adam'}",ok,67.56757419300266,101
12.92030817270279,"{'batch_size': 2, 'learn_rate': 0.005639092235302923, 'optimizer': 'adam'}",ok,67.76161078400037,102
32.14977961778641,"{'batch_size': 1, 'learn_rate': 0.006984199989246454, 'optimizer': 'adam'}",ok,71.42636412000138,103
15.82283529639244,"{'batch_size': 2, 'learn_rate': 0.010354880393377446, 'optimizer': 'adam'}",ok,68.00322849599979,104
18.23890307545662,"{'batch_size': 2, 'learn_rate': 0.017894722902661368, 'optimizer': 'sgd'}",ok,67.66609261299891,105
20.103858709335327,"{'batch_size': 2, 'learn_rate': 0.009814323891771495, 'optimizer': 'adam'}",ok,67.86569336100001,106
14.093541115522385,"{'batch_size': 2, 'learn_rate': 0.020472173630401214, 'optimizer': 'adam'}",ok,68.62520479399973,107
12.423218078911304,"{'batch_size': 1, 'learn_rate': 0.03282886557987361, 'optimizer': 'sgd'}",ok,71.58584138600054,108
17.08712002635002,"{'batch_size': 2, 'learn_rate': 0.007938699943569898, 'optimizer': 'adam'}",ok,67.83183102399926,109
17.329096615314484,"{'batch_size': 2, 'learn_rate': 0.02705368612478526, 'optimizer': 'adam'}",ok,68.05809666200003,110
7.61210235953331,"{'batch_size': 2, 'learn_rate': 0.04845791686680936, 'optimizer': 'sgd'}",ok,67.45116705400142,111
15.385344624519348,"{'batch_size': 2, 'learn_rate': 0.04295846783562718, 'optimizer': 'adam'}",ok,67.8084515369992,112
8.458904158324003,"{'batch_size': 1, 'learn_rate': 0.0332156042274318, 'optimizer': 'rmsprop'}",ok,70.88019811200138,113
4.612386878579855,"{'batch_size': 2, 'learn_rate': 0.03712636721914474, 'optimizer': 'adam'}",ok,66.87258386199755,114
6.372073978185654,"{'batch_size': 2, 'learn_rate': 0.04034980006664144, 'optimizer': 'rmsprop'}",ok,67.74836726099966,115
4.4621643498539925,"{'batch_size': 2, 'learn_rate': 0.021834816430445162, 'optimizer': 'sgd'}",ok,66.57177761399726,116
17.59922245144844,"{'batch_size': 2, 'learn_rate': 0.03029379322665285, 'optimizer': 'rmsprop'}",ok,67.81468422200123,117
8.452867653220892,"{'batch_size': 1, 'learn_rate': 0.024676963825119694, 'optimizer': 'adam'}",ok,69.85349331700127,118
9.429884657263756,"{'batch_size': 2, 'learn_rate': 0.0126015938222558, 'optimizer': 'rmsprop'}",ok,67.66703440600031,119
7.550454556941986,"{'batch_size': 2, 'learn_rate': 0.06690046318495209, 'optimizer': 'rmsprop'}",ok,67.34509521000291,120
3.7764692902565002,"{'batch_size': 2, 'learn_rate': 0.01502858275474717, 'optimizer': 'sgd'}",ok,66.27105831500012,121
20.134525179862976,"{'batch_size': 2, 'learn_rate': 0.08341935757089886, 'optimizer': 'rmsprop'}",ok,67.84024191400022,122
7.967110861092806,"{'batch_size': 1, 'learn_rate': 0.05920030879173431, 'optimizer': 'adam'}",ok,70.06917526799953,123
5.309123307466507,"{'batch_size': 2, 'learn_rate': 0.051500941034442894, 'optimizer': 'rmsprop'}",ok,67.03348994399857,124
4.368673391640186,"{'batch_size': 2, 'learn_rate': 0.019528742555336393, 'optimizer': 'rmsprop'}",ok,65.86084708800263,125
5.559376008808613,"{'batch_size': 2, 'learn_rate': 0.01806382063745408, 'optimizer': 'adam'}",ok,66.9542231589985,126
11.847714141011238,"{'batch_size': 2, 'learn_rate': 0.07429161863684171, 'optimizer': 'rmsprop'}",ok,67.49835952599824,127
7.549469044432044,"{'batch_size': 1, 'learn_rate': 0.11620686724117972, 'optimizer': 'sgd'}",ok,71.75661471099738,128
8.918390914797783,"{'batch_size': 2, 'learn_rate': 0.16374314912840723, 'optimizer': 'rmsprop'}",ok,70.59416752000106,129
3.844036577269435,"{'batch_size': 2, 'learn_rate': 0.024182525295848897, 'optimizer': 'adam'}",ok,67.2714606949994,130
9.121322959661484,"{'batch_size': 2, 'learn_rate': 0.029053378219753047, 'optimizer': 'rmsprop'}",ok,67.99057159400036,131
5.042060323059559,"{'batch_size': 2, 'learn_rate': 0.04823683562020784, 'optimizer': 'adam'}",ok,66.87722432500232,132
7.646081984043121,"{'batch_size': 1, 'learn_rate': 0.016666850329335188, 'optimizer': 'rmsprop'}",ok,70.9720987719993,133
6.549377657473087,"{'batch_size': 2, 'learn_rate': 0.054150940868134795, 'optimizer': 'sgd'}",ok,67.11940220199904,134
13.841266691684723,"{'batch_size': 2, 'learn_rate': 0.00784212894871729, 'optimizer': 'rmsprop'}",ok,67.91737175899834,135
9.976339146494865,"{'batch_size': 2, 'learn_rate': 0.03196536265293278, 'optimizer': 'adam'}",ok,67.65247738199832,136
7.693155646324158,"{'batch_size': 2, 'learn_rate': 0.14064658192727486, 'optimizer': 'rmsprop'}",ok,67.4991734389987,137
3.944751624017954,"{'batch_size': 2, 'learn_rate': 0.03544606787586504, 'optimizer': 'adam'}",ok,66.94830930600074,138
10.284276571124792,"{'batch_size': 1, 'learn_rate': 0.07027496017577231, 'optimizer': 'rmsprop'}",ok,71.18019470100262,139
3.8395532108843327,"{'batch_size': 2, 'learn_rate': 0.05979482269285024, 'optimizer': 'sgd'}",ok,66.89532514500024,140
12.95865711569786,"{'batch_size': 2, 'learn_rate': 0.09135901983425157, 'optimizer': 'rmsprop'}",ok,67.80088127099953,141
4.182879418134689,"{'batch_size': 2, 'learn_rate': 0.008645222846164455, 'optimizer': 'adam'}",ok,67.15531491000002,142
14.226497828960419,"{'batch_size': 2, 'learn_rate': 0.04525655546039962, 'optimizer': 'rmsprop'}",ok,68.01787951799997,143
8.178089518100023,"{'batch_size': 1, 'learn_rate': 0.04182205396810065, 'optimizer': 'adam'}",ok,70.07862032900084,144
5.720505617558956,"{'batch_size': 2, 'learn_rate': 0.014916097723283476, 'optimizer': 'rmsprop'}",ok,67.48574287700103,145
7.313300743699074,"{'batch_size': 2, 'learn_rate': 0.15251114751694247, 'optimizer': 'rmsprop'}",ok,67.12280172999817,146
3.466299870982766,"{'batch_size': 2, 'learn_rate': 0.10083293871394246, 'optimizer': 'rmsprop'}",ok,66.96375529299985,147
3.5606931392103434,"{'batch_size': 2, 'learn_rate': 0.06580379816129178, 'optimizer': 'rmsprop'}",ok,66.02935783200155,148
3.568687967956066,"{'batch_size': 2, 'learn_rate': 0.12995696358069883, 'optimizer': 'rmsprop'}",ok,66.07624974300052,149
4.141776377335191,"{'batch_size': 2, 'learn_rate': 0.10658498511794569, 'optimizer': 'rmsprop'}",ok,66.12767295999947,150
